unique_id	gene	category	length	cluster
B101163	ENSG00000145335	FSM	140	B105293
B108316	ENSG00000145335	NIC	115	B109213
B092360	ENSG00000145335	NNC	170	B092360
B072570	ENSG00000076351	FSM	235	B072570
B050951	ENSG00000076351	NIC	321	B050951
B041219	ENSG00000076351	NNC	371	B041219
B053591	ENSG00000140471	FSM	309	B060715
B077869	ENSG00000140471	NIC	217	B077869
B010634	ENSG00000140471	NNC	706	B013769
B063002	ENSG00000204386	FSM	270	B069196
B061061	ENSG00000204386	NIC	278	B069897
B048558	ENSG00000204386	NNC	333	B048558
B005303	ENSG00000122729	FSM	889	B007658
B009934	ENSG00000122729	NIC	723	B007658
B092060	ENSG00000122729	NNC	171	B092060
B041125	ENSG00000138381	FSM	371	B041125
B056972	ENSG00000138381	NIC	295	B054822
B036921	ENSG00000138381	NNC	398	B036921
B020734	ENSG00000135423	FSM	535	B015877
B071171	ENSG00000135423	NIC	240	B071171
B087728	ENSG00000135423	NNC	185	B087728
B040923	ENSG00000120451	FSM	372	B040923
B053594	ENSG00000120451	NIC	309	B053594
B017228	ENSG00000120451	NNC	582	B017228
B053781	ENSG00000106077	FSM	308	B062538
B065739	ENSG00000106077	NIC	260	B065739
B083406	ENSG00000106077	NNC	199	B083406
B028990	ENSG00000226763	FSM	454	B028990
B107431	ENSG00000226763	NIC	118	B107431
B010250	ENSG00000226763	NNC	715	B010250
B057822	ENSG00000181458	FSM	291	B061713
B072716	ENSG00000181458	NIC	235	B072716
B110432	ENSG00000181458	NNC	108	B110432
B058549	ENSG00000123136	FSM	288	B058549
B065212	ENSG00000123136	NIC	262	B076414
B050407	ENSG00000123136	NNC	324	B039494
B076072	ENSG00000162923	FSM	223	B076072
B041919	ENSG00000162923	NIC	367	B029431
B076861	ENSG00000162923	NNC	221	B076861
B071449	ENSG00000100116	FSM	239	B071449
B056434	ENSG00000100116	NIC	297	B056434
B052632	ENSG00000100116	NNC	314	B052632
B070877	ENSG00000175352	FSM	241	B079082
B072172	ENSG00000175352	NIC	237	B079082
B108129	ENSG00000175352	NNC	116	B108129
B047146	ENSG00000122674	FSM	339	B060098
B044682	ENSG00000122674	NIC	352	B037817
B094517	ENSG00000122674	NNC	163	B094517
B109984	ENSG00000135549	FSM	109	B112363
B093201	ENSG00000135549	NIC	167	B093201
B107853	ENSG00000135549	NNC	117	B107853
B067247	ENSG00000206527	FSM	254	B067866
B086947	ENSG00000206527	NIC	187	B086947
B102248	ENSG00000206527	NNC	137	B102248
B089671	ENSG00000162086	FSM	178	B082041
B056661	ENSG00000162086	NIC	296	B055052
B058914	ENSG00000162086	NNC	287	B055052
B079501	ENSG00000116741	FSM	211	B092361
B104663	ENSG00000116741	NIC	128	B104663
B075420	ENSG00000116741	NNC	226	B075420
B030541	ENSG00000125703	FSM	442	B041265
B055470	ENSG00000125703	NIC	301	B068696
B071081	ENSG00000125703	NNC	241	B071081
B007027	ENSG00000163689	FSM	814	B007027
B062263	ENSG00000163689	NIC	273	B062263
B035667	ENSG00000163689	NNC	406	B035667
B042929	ENSG00000026508	FSM	361	B032915
B020772	ENSG00000026508	NIC	535	B020772
B053074	ENSG00000026508	NNC	312	B053074
B106504	ENSG00000143761	FSM	121	B108919
B078752	ENSG00000143761	NIC	214	B083033
B095054	ENSG00000143761	NNC	161	B095054
B064808	ENSG00000166225	FSM	263	B064808
B069486	ENSG00000166225	NIC	246	B069486
B102542	ENSG00000166225	NNC	136	B102542
B010515	ENSG00000198961	FSM	708	B010972
B041008	ENSG00000198961	NIC	372	B041008
B110154	ENSG00000198961	NNC	109	B114043
B018191	ENSG00000135637	FSM	567	B018191
B054786	ENSG00000135637	NIC	304	B054786
B079431	ENSG00000135637	NNC	212	B079431
B094557	ENSG00000197063	FSM	162	B094557
B103794	ENSG00000197063	NIC	131	B094557
B087348	ENSG00000197063	NNC	186	B094557
B063247	ENSG00000130005	FSM	269	B074565
B067291	ENSG00000130005	NIC	254	B067291
B065579	ENSG00000130005	NNC	261	B076583
B047961	ENSG00000133195	FSM	335	B047961
B071196	ENSG00000133195	NIC	240	B082381
B093923	ENSG00000133195	NNC	165	B093923
B038242	ENSG00000105186	FSM	389	B040219
B053186	ENSG00000105186	NIC	311	B053186
B055083	ENSG00000105186	NNC	303	B055083
B059991	ENSG00000109113	FSM	282	B057104
B074318	ENSG00000109113	NIC	229	B074318
B042141	ENSG00000109113	NNC	366	B042141
B016145	ENSG00000142149	FSM	598	B016145
B045373	ENSG00000142149	NIC	348	B045373
B070157	ENSG00000142149	NNC	244	B070157
B060015	ENSG00000198157	FSM	282	B060015
B063653	ENSG00000198157	NIC	268	B060015
B062371	ENSG00000198157	NNC	273	B060015
B037757	ENSG00000105483	FSM	392	B037757
B065214	ENSG00000105483	NIC	262	B071683
B085595	ENSG00000105483	NNC	192	B085595
B050058	ENSG00000118961	FSM	325	B048819
B068103	ENSG00000118961	NIC	251	B068103
B069666	ENSG00000118961	NNC	246	B069666
B023374	ENSG00000134294	FSM	506	B023374
B060985	ENSG00000134294	NIC	278	B060761
B054858	ENSG00000134294	NNC	304	B054858
B048981	ENSG00000114544	FSM	330	B053910
B074116	ENSG00000114544	NIC	230	B074116
B041479	ENSG00000114544	NNC	370	B044173
B057585	ENSG00000144504	FSM	292	B067802
B082565	ENSG00000144504	NIC	201	B082565
B091464	ENSG00000144504	NNC	173	B091464
B051509	ENSG00000182957	FSM	318	B051509
B072334	ENSG00000182957	NIC	236	B072334
B059391	ENSG00000182957	NNC	285	B067631
B064546	ENSG00000132768	FSM	264	B064546
B050721	ENSG00000132768	NIC	322	B050721
B068727	ENSG00000132768	NNC	249	B068727
B099990	ENSG00000083168	FSM	144	B099990
B045418	ENSG00000083168	NIC	348	B053211
B072490	ENSG00000083168	NNC	236	B072490
B028173	ENSG00000120725	FSM	461	B037029
B053621	ENSG00000120725	NIC	309	B062611
B051084	ENSG00000120725	NNC	321	B048702
B077235	ENSG00000171444	FSM	219	B077235
B096150	ENSG00000171444	NIC	157	B096150
B053271	ENSG00000171444	NNC	311	B061172
B094254	ENSG00000157617	FSM	163	B094254
B039476	ENSG00000157617	NIC	381	B039476
B052132	ENSG00000157617	NNC	316	B052132
B050930	ENSG00000197299	FSM	321	B037752
B068698	ENSG00000197299	NIC	249	B068698
B005742	ENSG00000197299	NNC	868	B005742
B088780	ENSG00000175054	FSM	181	B088780
B050996	ENSG00000175054	NIC	321	B050996
B074763	ENSG00000175054	NNC	228	B074763
B033983	ENSG00000174106	FSM	417	B033983
B057206	ENSG00000174106	NIC	294	B065676
B061400	ENSG00000174106	NNC	277	B061400
B049613	ENSG00000115216	FSM	327	B053450
B086393	ENSG00000115216	NIC	189	B090628
B103352	ENSG00000115216	NNC	133	B103352
B047332	ENSG00000184470	FSM	338	B047386
B061512	ENSG00000184470	NIC	276	B061512
B054393	ENSG00000184470	NNC	306	B054393
B063519	ENSG00000031691	FSM	268	B063519
B088514	ENSG00000031691	NIC	182	B088514
B094799	ENSG00000031691	NNC	162	B094799
B003018	ENSG00000176986	FSM	1042	B003129
B062288	ENSG00000176986	NIC	273	B063613
B053976	ENSG00000176986	NNC	308	B053976
B007275	ENSG00000005889	FSM	805	B008931
B058141	ENSG00000005889	NIC	290	B058141
B046890	ENSG00000005889	NNC	341	B037743
B035591	ENSG00000196233	FSM	406	B035591
B064382	ENSG00000196233	NIC	265	B069634
B075060	ENSG00000196233	NNC	227	B075060
B016912	ENSG00000113758	FSM	586	B020875
B039493	ENSG00000113758	NIC	381	B039493
B047526	ENSG00000113758	NNC	338	B047526
B104578	ENSG00000120333	FSM	128	B104578
B100942	ENSG00000120333	NIC	141	B104578
B088372	ENSG00000120333	NNC	183	B088372
B074870	ENSG00000086300	FSM	227	B082502
B098005	ENSG00000086300	NIC	151	B098005
B077507	ENSG00000086300	NNC	219	B077507
B003585	ENSG00000143970	FSM	996	B003585
B073762	ENSG00000143970	NIC	231	B076844
B040556	ENSG00000143970	NNC	375	B040556
B077548	ENSG00000144401	FSM	218	B077548
B099731	ENSG00000144401	NIC	145	B099731
B095944	ENSG00000144401	NNC	158	B103357
B061688	ENSG00000197798	FSM	275	B061688
B048804	ENSG00000197798	NIC	331	B041174
B061347	ENSG00000197798	NNC	277	B061347
B047354	ENSG00000170242	FSM	338	B047354
B054108	ENSG00000170242	NIC	307	B054108
B081624	ENSG00000170242	NNC	205	B093079
B041830	ENSG00000119689	FSM	367	B039393
B063042	ENSG00000119689	NIC	270	B071179
B075000	ENSG00000119689	NNC	227	B085425
B058027	ENSG00000256043	FSM	290	B058027
B085748	ENSG00000256043	NIC	191	B085748
B043233	ENSG00000256043	NNC	360	B043233
B052237	ENSG00000137171	FSM	315	B053945
B042782	ENSG00000137171	NIC	362	B042782
B049093	ENSG00000137171	NNC	330	B049093
B082804	ENSG00000125375	FSM	200	B082804
B106536	ENSG00000125375	NIC	121	B106536
B086422	ENSG00000125375	NNC	189	B082804
B090316	ENSG00000164252	FSM	176	B090316
B036731	ENSG00000164252	NIC	399	B036731
B057498	ENSG00000164252	NNC	293	B057498
B066732	ENSG00000112062	FSM	256	B078704
B088513	ENSG00000112062	NIC	182	B088566
B113788	ENSG00000112062	NNC	96	B113788
B085935	ENSG00000149428	FSM	190	B085935
B088171	ENSG00000149428	NIC	183	B088171
B074196	ENSG00000149428	NNC	230	B081503
B057357	ENSG00000107362	FSM	293	B068239
B085764	ENSG00000107362	NIC	191	B095628
B096607	ENSG00000107362	NNC	156	B098359
B093977	ENSG00000156261	FSM	164	B093977
B052499	ENSG00000156261	NIC	314	B051076
B056513	ENSG00000156261	NNC	297	B051076
B075123	ENSG00000136153	FSM	226	B084424
B061800	ENSG00000136153	NIC	275	B061800
B092731	ENSG00000136153	NNC	169	B092731
B072301	ENSG00000144840	FSM	236	B080271
B076110	ENSG00000144840	NIC	223	B080271
B085844	ENSG00000144840	NNC	191	B085844
B033250	ENSG00000125149	FSM	422	B045200
B087926	ENSG00000125149	NIC	184	B087926
B056818	ENSG00000125149	NNC	296	B056818
B059028	ENSG00000124177	FSM	286	B059028
B052083	ENSG00000124177	NIC	316	B052083
B044736	ENSG00000124177	NNC	352	B044736
B063504	ENSG00000198858	FSM	268	B068735
B063634	ENSG00000198858	NIC	268	B063634
B069929	ENSG00000198858	NNC	245	B083631
B053771	ENSG00000152061	FSM	308	B064453
B054750	ENSG00000152061	NIC	304	B054750
B060874	ENSG00000152061	NNC	279	B064453
B103767	ENSG00000115350	FSM	131	B103767
B101541	ENSG00000115350	NIC	139	B101541
B098644	ENSG00000115350	NNC	149	B098644
B102641	ENSG00000165591	FSM	135	B105910
B049280	ENSG00000165591	NIC	329	B049280
B061649	ENSG00000165591	NNC	276	B061649
B110234	ENSG00000291055	FSM	108	B110234
B048628	ENSG00000291055	NIC	332	B048628
B105622	ENSG00000291055	NNC	125	B105622
B003338	ENSG00000110756	FSM	1015	B004000
B061798	ENSG00000110756	NIC	275	B061798
B107546	ENSG00000110756	NNC	118	B107546
B087157	ENSG00000196547	FSM	186	B087157
B053001	ENSG00000196547	NIC	312	B053001
B054561	ENSG00000196547	NNC	305	B054561
B054222	ENSG00000104825	FSM	306	B069118
B050367	ENSG00000104825	NIC	324	B050367
B046908	ENSG00000104825	NNC	341	B046908
B076040	ENSG00000006744	FSM	223	B076831
B045930	ENSG00000006744	NIC	345	B045930
B037414	ENSG00000006744	NNC	395	B037414
B052911	ENSG00000185008	FSM	312	B052911
B054096	ENSG00000185008	NIC	307	B054096
B035225	ENSG00000185008	NNC	409	B034178
B048992	ENSG00000156017	FSM	330	B035147
B065229	ENSG00000156017	NIC	262	B065229
B112141	ENSG00000156017	NNC	102	B112141
B047119	ENSG00000152749	FSM	339	B038555
B064602	ENSG00000152749	NIC	264	B064602
B065510	ENSG00000152749	NNC	261	B065510
B056125	ENSG00000037042	FSM	298	B056125
B074621	ENSG00000037042	NIC	228	B074621
B038976	ENSG00000037042	NNC	385	B041053
B070883	ENSG00000149554	FSM	241	B070883
B039302	ENSG00000149554	NIC	382	B031522
B052166	ENSG00000149554	NNC	316	B052166
B057132	ENSG00000172977	FSM	294	B071475
B034464	ENSG00000172977	NIC	414	B034464
B054903	ENSG00000172977	NNC	304	B067956
B055638	ENSG00000176014	FSM	300	B056203
B039509	ENSG00000176014	NIC	381	B040788
B111892	ENSG00000176014	NNC	103	B114323
B002664	ENSG00000008083	FSM	1074	B002664
B080478	ENSG00000008083	NIC	208	B083031
B022135	ENSG00000008083	NNC	520	B022135
B070274	ENSG00000196511	FSM	243	B082724
B065791	ENSG00000196511	NIC	260	B051982
B102261	ENSG00000196511	NNC	137	B102579
B034707	ENSG00000107882	FSM	412	B031718
B050757	ENSG00000107882	NIC	322	B050757
B093342	ENSG00000107882	NNC	167	B093342
B056132	ENSG00000118655	FSM	298	B056132
B033169	ENSG00000118655	NIC	423	B033169
B054390	ENSG00000118655	NNC	306	B054390
B069712	ENSG00000257365	FSM	245	B069712
B045566	ENSG00000257365	NIC	347	B037365
B050591	ENSG00000257365	NNC	323	B050591
B072859	ENSG00000155729	FSM	234	B075342
B076735	ENSG00000155729	NIC	221	B076735
B056033	ENSG00000155729	NNC	299	B056033
B093118	ENSG00000206120	FSM	167	B093431
B103544	ENSG00000206120	NIC	132	B103544
B080272	ENSG00000206120	NNC	209	B088929
B060024	ENSG00000072864	FSM	282	B060024
B062045	ENSG00000072864	NIC	274	B064876
B080942	ENSG00000072864	NNC	207	B080942
B055405	ENSG00000159479	FSM	301	B064320
B089392	ENSG00000159479	NIC	179	B089392
B082742	ENSG00000159479	NNC	201	B082742
B049174	ENSG00000114698	FSM	329	B052505
B094997	ENSG00000114698	NIC	161	B095249
B083976	ENSG00000114698	NNC	197	B083976
B087510	ENSG00000124733	FSM	185	B094578
B091013	ENSG00000124733	NIC	174	B091013
B063166	ENSG00000124733	NNC	270	B063166
B053373	ENSG00000164896	FSM	310	B039910
B089187	ENSG00000164896	NIC	180	B089187
B067738	ENSG00000164896	NNC	253	B073893
B058042	ENSG00000189376	FSM	290	B058042
B056209	ENSG00000189376	NIC	298	B051389
B103653	ENSG00000189376	NNC	132	B103653
B055430	ENSG00000185630	FSM	301	B055430
B044493	ENSG00000185630	NIC	353	B056452
B104484	ENSG00000185630	NNC	129	B104484
B064837	ENSG00000143793	FSM	263	B078641
B103823	ENSG00000143793	NIC	131	B110761
B088377	ENSG00000143793	NNC	183	B088377
B105667	ENSG00000163406	FSM	124	B110853
B074648	ENSG00000163406	NIC	228	B074648
B074470	ENSG00000163406	NNC	229	B074470
B090637	ENSG00000092148	FSM	175	B090637
B047592	ENSG00000092148	NIC	337	B047592
B100772	ENSG00000092148	NNC	142	B100772
B037290	ENSG00000111859	FSM	395	B037290
B017817	ENSG00000111859	NIC	573	B017817
B057502	ENSG00000111859	NNC	293	B057502
B002202	ENSG00000139613	FSM	1129	B003586
B045740	ENSG00000139613	NIC	346	B060836
B080000	ENSG00000139613	NNC	210	B080000
B036082	ENSG00000162702	FSM	403	B027525
B027525	ENSG00000162702	NIC	467	B027525
B068757	ENSG00000162702	NNC	249	B068757
B087198	ENSG00000282872	FSM	186	B087198
B096809	ENSG00000282872	NIC	155	B096809
B101679	ENSG00000282872	NNC	139	B107891
B081982	ENSG00000137502	FSM	203	B092529
B114350	ENSG00000137502	NIC	94	B114350
B085519	ENSG00000137502	NNC	192	B092529
B075468	ENSG00000131437	FSM	225	B079249
B013508	ENSG00000131437	NIC	643	B014720
B012382	ENSG00000131437	NNC	667	B014720
B004972	ENSG00000148516	FSM	906	B004972
B062286	ENSG00000148516	NIC	273	B062805
B030648	ENSG00000148516	NNC	442	B030648
B019481	ENSG00000140543	FSM	550	B019481
B053000	ENSG00000140543	NIC	312	B063561
B058217	ENSG00000140543	NNC	290	B060618
B084412	ENSG00000068323	FSM	195	B084757
B050344	ENSG00000068323	NIC	324	B065798
B032605	ENSG00000068323	NNC	427	B032605
B021715	ENSG00000163694	FSM	524	B021318
B021208	ENSG00000163694	NIC	530	B021318
B021318	ENSG00000163694	NNC	529	B021318
B109388	ENSG00000290920	FSM	111	B109388
B066592	ENSG00000290920	NIC	257	B066592
B047684	ENSG00000290920	NNC	337	B047684
B046967	ENSG00000160062	FSM	340	B060808
B032425	ENSG00000160062	NIC	428	B032425
B053932	ENSG00000160062	NNC	308	B053932
B064850	ENSG00000162144	FSM	263	B070585
B060561	ENSG00000162144	NIC	280	B070585
B062971	ENSG00000162144	NNC	271	B062971
B055876	ENSG00000167196	FSM	299	B061831
B039460	ENSG00000167196	NIC	381	B045315
B097781	ENSG00000167196	NNC	152	B097932
B083767	ENSG00000005884	FSM	197	B083767
B047425	ENSG00000005884	NIC	338	B047425
B037373	ENSG00000005884	NNC	395	B037373
B021970	ENSG00000065615	FSM	521	B033157
B075251	ENSG00000065615	NIC	226	B083666
B096325	ENSG00000065615	NNC	157	B096325
B054916	ENSG00000132522	FSM	303	B054567
B083908	ENSG00000132522	NIC	197	B083908
B054567	ENSG00000132522	NNC	305	B054567
B096667	ENSG00000291118	FSM	155	B096667
B103827	ENSG00000291118	NIC	131	B109490
B073028	ENSG00000291118	NNC	234	B073028
B047760	ENSG00000115290	FSM	336	B052963
B044135	ENSG00000115290	NIC	355	B031682
B052630	ENSG00000115290	NNC	314	B052630
B057610	ENSG00000153234	FSM	292	B057610
B103579	ENSG00000153234	NIC	132	B103579
B062887	ENSG00000153234	NNC	271	B071941
B001833	ENSG00000110497	FSM	1179	B003119
B052063	ENSG00000110497	NIC	316	B056310
B056310	ENSG00000110497	NNC	298	B056310
B066195	ENSG00000103245	FSM	258	B073178
B058374	ENSG00000103245	NIC	289	B058374
B053678	ENSG00000103245	NNC	309	B042861
B107942	ENSG00000237190	FSM	116	B111737
B110954	ENSG00000237190	NIC	106	B114860
B093579	ENSG00000237190	NNC	166	B093579
B051111	ENSG00000163093	FSM	320	B051111
B084796	ENSG00000163093	NIC	194	B084796
B063740	ENSG00000163093	NNC	268	B067653
B066742	ENSG00000165672	FSM	256	B067432
B080818	ENSG00000165672	NIC	207	B084013
B113035	ENSG00000165672	NNC	99	B113035
B057590	ENSG00000163714	FSM	292	B057590
B041202	ENSG00000163714	NIC	371	B041202
B067156	ENSG00000163714	NNC	255	B081593
B034704	ENSG00000130707	FSM	412	B037661
B064161	ENSG00000130707	NIC	266	B073675
B109590	ENSG00000130707	NNC	111	B109590
B011625	ENSG00000100991	FSM	683	B012930
B063370	ENSG00000100991	NIC	269	B063370
B053041	ENSG00000100991	NNC	312	B053041
B047327	ENSG00000171606	FSM	338	B047327
B063574	ENSG00000171606	NIC	268	B063574
B069119	ENSG00000171606	NNC	248	B069119
B026699	ENSG00000167925	FSM	474	B028105
B050766	ENSG00000167925	NIC	322	B050766
B036026	ENSG00000167925	NNC	404	B036026
B099100	ENSG00000285756	FSM	147	B099100
B113484	ENSG00000285756	NIC	97	B107681
B096611	ENSG00000285756	NNC	156	B096611
B059048	ENSG00000007372	FSM	286	B063188
B091037	ENSG00000007372	NIC	174	B091037
B048321	ENSG00000007372	NNC	334	B048321
B001300	ENSG00000008294	FSM	1271	B001300
B065477	ENSG00000008294	NIC	261	B065477
B097419	ENSG00000008294	NNC	153	B097419
B073141	ENSG00000077080	FSM	233	B073141
B053871	ENSG00000077080	NIC	308	B053871
B050028	ENSG00000077080	NNC	326	B038536
B085039	ENSG00000112425	FSM	193	B090105
B090105	ENSG00000112425	NIC	177	B090105
B081552	ENSG00000112425	NNC	205	B081552
B037012	ENSG00000131013	FSM	397	B026190
B053625	ENSG00000131013	NIC	309	B053625
B064006	ENSG00000131013	NNC	267	B066454
B059035	ENSG00000124783	FSM	286	B059918
B083593	ENSG00000124783	NIC	198	B083593
B074536	ENSG00000124783	NNC	229	B074536
B095483	ENSG00000116786	FSM	159	B095483
B051589	ENSG00000116786	NIC	318	B042264
B071100	ENSG00000116786	NNC	241	B071100
B058506	ENSG00000139364	FSM	288	B058506
B046304	ENSG00000139364	NIC	343	B046304
B052105	ENSG00000139364	NNC	316	B045840
B107098	ENSG00000213246	FSM	119	B110217
B111196	ENSG00000213246	NIC	105	B111196
B099551	ENSG00000213246	NNC	146	B099551
B094610	ENSG00000183628	FSM	162	B094610
B079065	ENSG00000183628	NIC	213	B079065
B067929	ENSG00000183628	NNC	252	B067929
B107390	ENSG00000132849	FSM	118	B107390
B061312	ENSG00000132849	NIC	277	B061312
B042652	ENSG00000132849	NNC	363	B042652
B113601	ENSG00000160190	FSM	96	B114455
B044645	ENSG00000160190	NIC	352	B044645
B057023	ENSG00000160190	NNC	295	B063684
B047779	ENSG00000198917	FSM	336	B040319
B086972	ENSG00000198917	NIC	187	B097397
B079701	ENSG00000198917	NNC	211	B079701
B079808	ENSG00000110717	FSM	210	B092185
B091656	ENSG00000110717	NIC	172	B092185
B092070	ENSG00000110717	NNC	171	B100208
B054939	ENSG00000164620	FSM	303	B054939
B079576	ENSG00000164620	NIC	211	B079576
B072532	ENSG00000164620	NNC	236	B072532
B106833	ENSG00000166228	FSM	120	B106833
B111512	ENSG00000166228	NIC	104	B111512
B102537	ENSG00000166228	NNC	136	B106833
B045349	ENSG00000112996	FSM	348	B038233
B063842	ENSG00000112996	NIC	267	B063842
B059226	ENSG00000112996	NNC	286	B059226
B090290	ENSG00000147676	FSM	176	B091486
B105818	ENSG00000147676	NIC	124	B107191
B099320	ENSG00000147676	NNC	147	B099320
B034272	ENSG00000134900	FSM	415	B034272
B066024	ENSG00000134900	NIC	259	B066024
B032441	ENSG00000134900	NNC	428	B032441
B039608	ENSG00000164463	FSM	380	B039608
B049030	ENSG00000164463	NIC	330	B039608
B081853	ENSG00000164463	NNC	204	B081853
B076645	ENSG00000105220	FSM	221	B076645
B050156	ENSG00000105220	NIC	325	B050156
B083013	ENSG00000105220	NNC	200	B083013
B065373	ENSG00000068654	FSM	261	B065373
B061561	ENSG00000068654	NIC	276	B072255
B041472	ENSG00000068654	NNC	370	B038982
B088134	ENSG00000122565	FSM	183	B088134
B108328	ENSG00000122565	NIC	115	B110101
B102854	ENSG00000122565	NNC	135	B102854
B052205	ENSG00000127328	FSM	315	B052205
B045775	ENSG00000127328	NIC	346	B038277
B090188	ENSG00000127328	NNC	177	B091146
B077811	ENSG00000172379	FSM	217	B077811
B091602	ENSG00000172379	NIC	172	B092979
B056996	ENSG00000172379	NNC	295	B049671
B059782	ENSG00000108510	FSM	283	B063501
B052320	ENSG00000108510	NIC	315	B052320
B055772	ENSG00000108510	NNC	300	B055772
B076685	ENSG00000171862	FSM	221	B083142
B063124	ENSG00000171862	NIC	270	B063124
B036158	ENSG00000171862	NNC	403	B036158
B058009	ENSG00000129515	FSM	290	B059288
B041537	ENSG00000129515	NIC	369	B038362
B037052	ENSG00000129515	NNC	397	B038362
B009319	ENSG00000122779	FSM	739	B009319
B103875	ENSG00000122779	NIC	131	B110355
B034763	ENSG00000122779	NNC	412	B034763
B111374	ENSG00000108559	FSM	104	B111374
B065142	ENSG00000108559	NIC	262	B070610
B019901	ENSG00000108559	NNC	546	B015370
B076052	ENSG00000249915	FSM	223	B086450
B081735	ENSG00000249915	NIC	204	B082312
B096256	ENSG00000249915	NNC	157	B096256
B033841	ENSG00000133138	FSM	418	B033850
B017205	ENSG00000133138	NIC	582	B017205
B068241	ENSG00000133138	NNC	251	B068241
B079201	ENSG00000119720	FSM	212	B091823
B004482	ENSG00000119720	NIC	933	B002566
B023635	ENSG00000119720	NNC	504	B023635
B035123	ENSG00000187607	FSM	409	B027165
B092871	ENSG00000187607	NIC	168	B092871
B096520	ENSG00000187607	NNC	156	B096520
B032657	ENSG00000213047	FSM	426	B032657
B047194	ENSG00000213047	NIC	339	B047194
B067159	ENSG00000213047	NNC	255	B075578
B058017	ENSG00000116035	FSM	290	B058017
B077009	ENSG00000116035	NIC	220	B079305
B044872	ENSG00000116035	NNC	351	B044872
B038669	ENSG00000162066	FSM	386	B040491
B091283	ENSG00000162066	NIC	173	B091283
B069589	ENSG00000162066	NNC	246	B079422
B069165	ENSG00000173575	FSM	247	B078092
B041883	ENSG00000173575	NIC	367	B041930
B064425	ENSG00000173575	NNC	265	B064425
B062225	ENSG00000136877	FSM	273	B062225
B072114	ENSG00000136877	NIC	237	B072114
B085324	ENSG00000136877	NNC	193	B085324
B018751	ENSG00000159259	FSM	559	B034345
B060530	ENSG00000159259	NIC	280	B060530
B057991	ENSG00000159259	NNC	291	B057991
B060224	ENSG00000169016	FSM	281	B069664
B093764	ENSG00000169016	NIC	165	B093764
B058725	ENSG00000169016	NNC	288	B069664
B026179	ENSG00000040341	FSM	479	B026179
B071869	ENSG00000040341	NIC	238	B072161
B025149	ENSG00000040341	NNC	489	B026179
B095735	ENSG00000134717	FSM	158	B098629
B110642	ENSG00000134717	NIC	107	B115706
B100167	ENSG00000134717	NNC	144	B100771
B096671	ENSG00000135002	FSM	155	B100490
B107755	ENSG00000135002	NIC	117	B107755
B107278	ENSG00000135002	NNC	119	B107278
B059242	ENSG00000116885	FSM	285	B059242
B056656	ENSG00000116885	NIC	296	B048200
B081504	ENSG00000116885	NNC	205	B091750
B044441	ENSG00000072135	FSM	353	B058328
B093769	ENSG00000072135	NIC	165	B101401
B092035	ENSG00000072135	NNC	171	B101401
B018527	ENSG00000151491	FSM	562	B018527
B009209	ENSG00000151491	NIC	742	B009209
B050392	ENSG00000151491	NNC	324	B050392
B094608	ENSG00000115687	FSM	162	B098598
B050734	ENSG00000115687	NIC	322	B061264
B070499	ENSG00000115687	NNC	243	B075287
B100877	ENSG00000079387	FSM	141	B100877
B059790	ENSG00000079387	NIC	283	B063088
B024474	ENSG00000079387	NNC	496	B024474
B060014	ENSG00000130717	FSM	282	B078076
B078510	ENSG00000130717	NIC	215	B085471
B067427	ENSG00000130717	NNC	254	B078076
B038999	ENSG00000157837	FSM	384	B041042
B058562	ENSG00000157837	NIC	288	B073170
B110677	ENSG00000157837	NNC	107	B110677
B019855	ENSG00000082212	FSM	546	B015764
B043936	ENSG00000082212	NIC	356	B043936
B101034	ENSG00000082212	NNC	141	B101034
B049855	ENSG00000159147	FSM	326	B061110
B051621	ENSG00000159147	NIC	318	B061619
B082698	ENSG00000159147	NNC	201	B082698
B024885	ENSG00000254087	FSM	491	B024885
B043924	ENSG00000254087	NIC	356	B043924
B054365	ENSG00000254087	NNC	306	B054365
B060966	ENSG00000056972	FSM	278	B046882
B020206	ENSG00000056972	NIC	542	B020206
B091481	ENSG00000056972	NNC	173	B091481
B040926	ENSG00000185344	FSM	372	B055728
B012365	ENSG00000185344	NIC	667	B008943
B065299	ENSG00000185344	NNC	262	B065299
B056151	ENSG00000165629	FSM	298	B068446
B079077	ENSG00000165629	NIC	213	B079077
B056857	ENSG00000165629	NNC	296	B068446
B037786	ENSG00000140092	FSM	392	B035483
B076712	ENSG00000140092	NIC	221	B076712
B108136	ENSG00000140092	NNC	116	B108136
B052228	ENSG00000089195	FSM	315	B057940
B071207	ENSG00000089195	NIC	240	B074635
B075994	ENSG00000089195	NNC	224	B076526
B059737	ENSG00000116863	FSM	283	B066897
B072887	ENSG00000116863	NIC	234	B072887
B048671	ENSG00000116863	NNC	332	B048671
B049850	ENSG00000162694	FSM	326	B052713
B094325	ENSG00000162694	NIC	163	B095514
B083065	ENSG00000162694	NNC	200	B083065
B102623	ENSG00000133398	FSM	135	B110235
B110902	ENSG00000133398	NIC	106	B110902
B097137	ENSG00000133398	NNC	154	B097137
B067253	ENSG00000086589	FSM	254	B067253
B059339	ENSG00000086589	NIC	285	B059339
B071913	ENSG00000086589	NNC	238	B071913
B042408	ENSG00000248098	FSM	364	B047675
B044637	ENSG00000248098	NIC	352	B040362
B054875	ENSG00000248098	NNC	304	B047675
B052889	ENSG00000102871	FSM	312	B067759
